customer_id,customer_name,market,preferred_language,first_order_date,orders_count,is_subscriber
CUS-0434,Clara Chua,SG,sg,2024-08-01,8,False
CUS-0435,Farah Ismail,MY,zh,2024-11-11,7,False
CUS-0436,Priya Lee,SG,sg,2026-07-09,10,False
CUS-0437,Arun Wong,SG,en,2026-05-20,5,False
CUS-0438,Dewi Wijaya,ID,id,2025-10-15,6,True
CUS-0439,Aisyah Ismail,MY,en,2026-02-09,7,False
CUS-0440,Mei Yee Chong,MY,ms,2024-12-01,12,True
CUS-0441,Agus Wijaya,ID,id,2024-10-02,9,False
CUS-0442,Wei Ling Lee,SG,sg,2024-06-06,9,False
CUS-0443,Andi Nugroho,ID,id,2024-05-14,11,False
CUS-0444,Shafiq Nair,SG,zh,2026-06-24,10,True
CUS-0445,Sari Halim,ID,id,2026-05-12,5,False
CUS-0446,Rizky Nugroho,ID,en,2026-07-30,11,False
CUS-0447,Andi Nugroho,ID,id,2025-12-18,9,False
CUS-0448,Arun Nair,SG,zh,2024-08-16,12,False
CUS-0449,Intan Halim,ID,en,2024-10-21,6,True
CUS-0450,Intan Halim,ID,id,2025-07-11,12,False
CUS-0451,Clara Rahman,SG,sg,2024-05-14,9,False
CUS-0452,Rizky Susanto,ID,id,2024-07-14,12,False
CUS-0453,Aisyah Abdullah,MY,zh,2024-12-25,5,False
CUS-0454,Sari Nugroho,ID,id,2024-03-20,4,False
CUS-0455,Agus Halim,ID,id,2025-02-20,12,False
CUS-0456,Jason Wong,SG,en,2025-05-10,11,False
CUS-0457,Arun Tan,SG,sg,2025-11-17,12,False
CUS-0458,Arun Chua,SG,en,2024-08-26,2,True
CUS-0459,Putri Susanto,ID,en,2024-07-23,1,False
CUS-0460,Siti Lim,MY,zh,2025-01-20,2,False
CUS-0461,Wei Ling Tan,SG,sg,2025-10-07,11,False
CUS-0462,Wei Ling Lee,SG,sg,2025-11-27,3,False
CUS-0463,Shafiq Wong,SG,sg,2025-11-28,1,False
CUS-0464,Priya Nair,SG,zh,2024-07-10,9,False
CUS-0465,Mei Lee,SG,en,2025-07-11,13,False
CUS-0466,Dewi Wijaya,ID,id,2025-02-10,9,False
CUS-0467,Mei Lee,SG,sg,2025-02-01,6,False
CUS-0468,Agus Wijaya,ID,en,2025-10-11,2,False
CUS-0469,Nurul Rahman,SG,sg,2026-04-29,13,False
CUS-0470,Hafiz Ismail,MY,ms,2025-08-19,7,False
CUS-0471,Putri Kusuma,ID,id,2024-03-30,12,False
CUS-0472,Clara Nair,SG,zh,2026-05-02,4,True
CUS-0473,Jason Rahman,SG,en,2024-04-24,5,False
CUS-0474,Priya Rahman,SG,en,2024-05-16,2,False
CUS-0475,Mei Yee Balakrishnan,MY,ms,2024-10-12,6,True
CUS-0476,Rizky Pratama,ID,id,2024-12-07,1,False
CUS-0477,Aisyah Abdullah,MY,en,2025-11-25,6,False
CUS-0478,Jason Lee,SG,sg,2024-12-25,5,False
CUS-0479,Hafiz Balakrishnan,MY,ms,2024-12-09,7,False
CUS-0480,Shafiq Lee,SG,en,2024-07-04,8,False
CUS-0481,Putri Pratama,ID,id,2026-06-01,8,True
CUS-0482,Daniel Lim,MY,ms,2024-11-10,6,False
CUS-0483,Farah Yusof,MY,ms,2025-04-24,4,False
CUS-0484,Clara Nair,SG,en,2026-06-27,9,False
CUS-0485,Rizky Kusuma,ID,id,2025-03-03,6,False
CUS-0486,Sari Susanto,ID,id,2026-04-11,12,False
CUS-0487,Shafiq Nair,SG,sg,2025-11-08,8,False
CUS-0488,Farah Lim,MY,en,2025-06-27,2,False
CUS-0489,Sari Nugroho,ID,id,2025-01-13,3,False
CUS-0490,Arun Rahman,SG,en,2025-07-01,13,True
CUS-0491,Wei Ling Wong,SG,en,2024-12-12,5,True
CUS-0492,Bayu Pratama,ID,id,2024-08-22,6,False
CUS-0493,Putri Wijaya,ID,en,2024-06-28,6,False
CUS-0494,Dewi Wijaya,ID,id,2024-06-28,11,False
CUS-0495,Nurul Wong,SG,zh,2026-02-03,11,False
CUS-0496,Clara Chua,SG,sg,2024-07-10,1,True
CUS-0497,Andi Pratama,ID,id,2025-01-10,7,True
CUS-0498,Intan Wijaya,ID,id,2024-10-23,13,False
CUS-0499,Farah Chong,MY,en,2025-04-22,5,False
CUS-0500,Nurin Chong,MY,en,2026-07-17,3,False
CUS-0501,Clara Tan,SG,sg,2025-09-15,13,True
CUS-0502,Zulkifli Yusof,MY,ms,2024-12-03,9,False
CUS-0503,Mei Yee Chong,MY,ms,2024-05-28,4,False
CUS-0504,Mei Tan,SG,en,2024-04-14,11,False
CUS-0505,Andi Wijaya,ID,id,2024-06-03,4,True
CUS-0506,Hafiz Yusof,MY,ms,2026-01-24,4,False
CUS-0507,Agus Kusuma,ID,id,2026-06-10,9,False
CUS-0508,Mei Nair,SG,zh,2025-02-11,4,False
CUS-0509,Nurin Balakrishnan,MY,en,2025-07-12,2,False
CUS-0510,Nurin Yusof,MY,en,2024-04-17,6,False
CUS-0511,Nurul Nair,SG,en,2025-12-14,3,True
CUS-0512,Priya Rahman,SG,en,2026-06-10,7,False
CUS-0513,Dewi Pratama,ID,id,2025-04-09,2,False
CUS-0514,Siti Chong,MY,en,2026-04-30,1,False
CUS-0515,Clara Chua,SG,en,2025-02-27,13,False
CUS-0516,Siti Lim,MY,zh,2025-12-05,7,True
CUS-0517,Clara Lee,SG,en,2025-05-07,4,False
CUS-0518,Clara Chua,SG,en,2026-04-17,12,False
CUS-0519,Putri Susanto,ID,id,2024-09-19,6,False
CUS-0520,Shafiq Chua,SG,en,2026-05-20,1,True
CUS-0521,Clara Rahman,SG,sg,2026-01-13,1,True
CUS-0522,Jason Lee,SG,en,2025-07-12,6,False
CUS-0523,Nurul Tan,SG,en,2026-06-24,8,False
CUS-0524,Shafiq Chua,SG,sg,2025-04-08,2,True
CUS-0525,Putri Nugroho,ID,id,2024-12-26,7,False
CUS-0526,Aisyah Ismail,MY,ms,2026-04-16,3,False
CUS-0527,Arun Wong,SG,en,2024-07-07,5,False
CUS-0528,Jason Lee,SG,en,2024-11-28,2,False
CUS-0529,Rizky Halim,ID,id,2024-11-22,4,False
CUS-0530,Aisyah Chong,MY,en,2026-07-12,13,False
CUS-0531,Dewi Kusuma,ID,id,2024-11-13,3,False
CUS-0532,Aisyah Abdullah,MY,en,2024-05-06,4,True
CUS-0533,Rizky Wijaya,ID,id,2026-03-26,9,False
CUS-0534,Sari Susanto,ID,id,2026-03-21,2,False
CUS-0535,Dewi Kusuma,ID,id,2025-06-24,4,False
CUS-0536,Arun Chua,SG,sg,2024-03-30,9,False
CUS-0537,Shafiq Nair,SG,en,2025-03-07,10,False
CUS-0538,Putri Susanto,ID,id,2024-05-27,9,False
CUS-0539,Bayu Kusuma,ID,id,2025-01-11,10,True
CUS-0540,Rizky Wijaya,ID,id,2025-06-07,1,False
CUS-0541,Mei Chua,SG,en,2025-06-15,4,False
CUS-0542,Mei Yee Lim,MY,ms,2024-08-12,9,False
CUS-0543,Hafiz Abdullah,MY,ms,2026-01-26,1,False
CUS-0544,Arun Lee,SG,en,2024-05-27,5,False
CUS-0545,Arun Tan,SG,en,2026-03-05,3,True
CUS-0546,Hafiz Lim,MY,en,2024-07-22,5,True
CUS-0547,Agus Pratama,ID,id,2024-12-23,5,False
CUS-0548,Intan Kusuma,ID,id,2025-12-26,8,False
CUS-0549,Sari Pratama,ID,id,2025-12-16,10,False
CUS-0550,Dewi Wijaya,ID,en,2024-08-29,4,False
CUS-0551,Mei Wong,SG,en,2025-06-07,5,False
CUS-0552,Wei Ling Nair,SG,zh,2024-07-19,9,False
CUS-0553,Siti Abdullah,MY,en,2025-05-02,6,False
CUS-0554,Rizky Nugroho,ID,id,2024-05-08,3,False
CUS-0555,Clara Chua,SG,en,2025-01-28,9,False
CUS-0556,Nurul Wong,SG,en,2025-08-10,12,True
CUS-0557,Mei Yee Chong,MY,ms,2024-05-09,3,False
CUS-0558,Sari Halim,ID,id,2025-09-17,3,True
CUS-0559,Siti Balakrishnan,MY,ms,2024-07-29,8,True
CUS-0560,Nurul Wong,SG,en,2025-12-17,9,False
CUS-0561,Dewi Wijaya,ID,en,2024-12-04,10,False
CUS-0562,Nurul Nair,SG,sg,2025-10-13,3,False
CUS-0563,Nurin Yusof,MY,ms,2026-06-25,11,True
CUS-0564,Agus Halim,ID,en,2024-05-24,10,False
CUS-0565,Priya Tan,SG,en,2025-02-03,10,False
CUS-0566,Dewi Pratama,ID,id,2024-08-04,4,False
CUS-0567,Sari Susanto,ID,id,2024-08-28,4,False
CUS-0568,Rizky Pratama,ID,id,2026-07-06,11,True
CUS-0569,Andi Pratama,ID,id,2025-06-11,12,False
CUS-0570,Clara Lee,SG,sg,2024-09-11,9,False
CUS-0571,Bayu Wijaya,ID,id,2024-12-14,2,False
CUS-0572,Nurin Ismail,MY,ms,2024-08-23,2,False
CUS-0573,Jason Chua,SG,en,2024-07-16,5,False
CUS-0574,Andi Nugroho,ID,en,2024-11-09,4,False
CUS-0575,Siti Abdullah,MY,ms,2026-04-30,4,True
CUS-0576,Nurin Abdullah,MY,ms,2024-06-30,5,True
CUS-0577,Priya Lee,SG,en,2025-08-28,3,False
CUS-0578,Andi Halim,ID,en,2026-01-13,10,False
CUS-0579,Bayu Kusuma,ID,id,2024-09-13,5,False
CUS-0580,Farah Abdullah,MY,en,2026-07-17,9,True
CUS-0581,Dewi Wijaya,ID,id,2025-11-02,12,False
CUS-0582,Dewi Pratama,ID,id,2026-04-26,11,False
CUS-0583,Aisyah Ismail,MY,en,2024-10-16,6,False
CUS-0584,Dewi Pratama,ID,id,2025-01-26,12,True
CUS-0585,Rizky Pratama,ID,id,2025-04-13,1,False
CUS-0586,Mei Tan,SG,en,2025-01-22,2,False
CUS-0587,Priya Chua,SG,sg,2025-02-17,2,False
CUS-0588,Aisyah Lim,MY,zh,2026-03-03,10,True
CUS-0589,Arun Nair,SG,en,2024-10-01,5,False
CUS-0590,Bayu Susanto,ID,id,2024-04-03,6,False
CUS-0591,Agus Wijaya,ID,id,2024-09-24,13,True
CUS-0592,Putri Susanto,ID,id,2024-09-10,2,False
CUS-0593,Nurin Balakrishnan,MY,en,2025-06-19,11,False
CUS-0594,Farah Ismail,MY,ms,2025-07-04,9,False
CUS-0595,Siti Abdullah,MY,en,2026-07-24,7,False
CUS-0596,Intan Wijaya,ID,id,2026-07-21,11,True
CUS-0597,Arun Lee,SG,en,2025-09-28,6,True
CUS-0598,Sari Pratama,ID,id,2025-11-22,11,True
CUS-0599,Hafiz Lim,MY,ms,2025-09-30,13,False
CUS-0600,Shafiq Nair,SG,sg,2025-11-01,5,False
CUS-0601,Wei Ling Tan,SG,zh,2026-04-24,4,False
CUS-0602,Aisyah Chong,MY,zh,2025-09-21,7,False
CUS-0603,Mei Yee Ismail,MY,en,2025-06-16,12,False
CUS-0604,Dewi Kusuma,ID,id,2024-05-10,10,False
CUS-0605,Andi Nugroho,ID,en,2025-11-15,1,True
CUS-0606,Mei Yee Lim,MY,ms,2024-10-28,3,False
CUS-0607,Wei Ling Wong,SG,sg,2025-07-07,3,False
CUS-0608,Rizky Susanto,ID,id,2025-03-18,12,True
CUS-0609,Shafiq Tan,SG,sg,2025-05-28,5,False
CUS-0610,Rizky Susanto,ID,id,2025-02-17,8,False
CUS-0611,Daniel Lim,MY,ms,2024-07-29,7,False
CUS-0612,Hafiz Balakrishnan,MY,zh,2025-04-19,1,False
CUS-0613,Siti Ismail,MY,en,2025-06-28,4,False
CUS-0614,Arun Tan,SG,sg,2025-07-04,13,False
CUS-0615,Sari Pratama,ID,en,2025-01-31,4,False
CUS-0616,Agus Wijaya,ID,id,2025-09-04,1,True
CUS-0617,Nurul Wong,SG,zh,2024-07-01,10,False
CUS-0618,Hafiz Chong,MY,ms,2025-07-25,10,False
CUS-0619,Rizky Halim,ID,id,2026-01-06,4,False
CUS-0620,Intan Pratama,ID,en,2024-11-03,8,True
CUS-0621,Zulkifli Balakrishnan,MY,ms,2026-06-19,3,False
CUS-0622,Farah Lim,MY,en,2025-05-25,4,False
CUS-0623,Wei Ling Nair,SG,en,2025-01-29,7,False
CUS-0624,Agus Halim,ID,en,2025-07-17,4,False
CUS-0625,Agus Wijaya,ID,id,2024-10-13,9,False
CUS-0626,Intan Halim,ID,en,2025-08-11,6,False
CUS-0627,Zulkifli Yusof,MY,en,2024-04-04,8,False
CUS-0628,Zulkifli Lim,MY,en,2024-10-04,3,False
CUS-0629,Agus Wijaya,ID,id,2024-04-26,13,False
CUS-0630,Wei Ling Lee,SG,en,2026-02-08,10,False
CUS-0631,Nurul Chua,SG,zh,2026-04-19,5,False
CUS-0632,Aisyah Lim,MY,ms,2024-04-27,11,False
CUS-0633,Wei Ling Tan,SG,sg,2025-06-18,7,False
CUS-0634,Jason Lee,SG,zh,2025-12-21,5,False
CUS-0635,Daniel Abdullah,MY,ms,2025-06-17,1,False
CUS-0636,Priya Wong,SG,zh,2024-05-25,9,False
CUS-0637,Agus Kusuma,ID,en,2025-03-16,12,False
CUS-0638,Siti Lim,MY,ms,2026-02-14,8,True
CUS-0639,Siti Abdullah,MY,en,2025-03-26,3,False
CUS-0640,Dewi Kusuma,ID,id,2026-03-17,12,False
CUS-0641,Daniel Lim,MY,ms,2024-10-30,2,False
CUS-0642,Wei Ling Wong,SG,en,2026-06-14,5,False
CUS-0643,Wei Ling Lee,SG,en,2024-05-29,5,True
CUS-0644,Daniel Abdullah,MY,ms,2025-10-13,8,True
CUS-0645,Nurin Lim,MY,zh,2025-06-29,10,False
CUS-0646,Andi Halim,ID,en,2024-11-18,1,False
CUS-0647,Bayu Kusuma,ID,id,2025-10-03,11,True
CUS-0648,Shafiq Tan,SG,en,2024-07-16,10,False
CUS-0649,Rizky Nugroho,ID,id,2024-05-18,4,False
CUS-0650,Arun Rahman,SG,en,2026-01-26,10,False
CUS-0651,Nurin Balakrishnan,MY,en,2025-11-11,12,False
CUS-0652,Bayu Susanto,ID,id,2026-06-22,2,True
CUS-0653,Dewi Kusuma,ID,en,2025-11-30,2,False
CUS-0654,Jason Rahman,SG,en,2024-03-25,4,False
CUS-0655,Wei Ling Tan,SG,en,2025-11-01,10,False
CUS-0656,Rizky Wijaya,ID,id,2026-03-23,9,True
CUS-0657,Wei Ling Wong,SG,en,2025-03-05,12,True
CUS-0658,Zulkifli Lim,MY,zh,2024-05-11,8,False
CUS-0659,Priya Tan,SG,sg,2026-07-12,7,True
CUS-0660,Nurul Wong,SG,en,2024-04-09,6,False
CUS-0661,Intan Susanto,ID,en,2025-09-13,3,True
CUS-0662,Putri Halim,ID,id,2025-10-29,11,False
CUS-0663,Intan Pratama,ID,id,2024-11-03,9,False
CUS-0664,Intan Nugroho,ID,id,2024-07-07,12,True
CUS-0665,Shafiq Tan,SG,en,2026-07-10,7,True
CUS-0666,Zulkifli Chong,MY,ms,2024-07-06,8,True
CUS-0667,Agus Nugroho,ID,id,2024-08-27,11,False
CUS-0668,Hafiz Yusof,MY,en,2024-05-27,6,False
CUS-0669,Farah Lim,MY,en,2025-09-12,9,False
CUS-0670,Andi Wijaya,ID,id,2026-05-08,9,False
CUS-0671,Mei Yee Balakrishnan,MY,ms,2025-10-16,13,False
CUS-0672,Zulkifli Chong,MY,ms,2025-10-12,4,False
CUS-0673,Zulkifli Chong,MY,ms,2026-06-19,7,True
CUS-0674,Bayu Pratama,ID,id,2024-11-06,5,False
CUS-0675,Jason Chua,SG,zh,2026-04-08,7,False
CUS-0676,Mei Rahman,SG,sg,2026-01-24,12,False
CUS-0677,Agus Susanto,ID,id,2026-05-10,1,False
CUS-0678,Hafiz Balakrishnan,MY,en,2026-06-10,7,False
CUS-0679,Aisyah Balakrishnan,MY,en,2024-11-16,3,False
CUS-0680,Dewi Nugroho,ID,id,2025-06-09,5,False
CUS-0681,Rizky Pratama,ID,id,2026-02-17,10,True
CUS-0682,Farah Yusof,MY,en,2024-03-24,3,False
CUS-0683,Siti Yusof,MY,en,2025-01-04,3,False
CUS-0684,Hafiz Abdullah,MY,en,2025-07-26,9,False
CUS-0685,Rizky Halim,ID,id,2024-09-04,8,False
CUS-0686,Agus Wijaya,ID,id,2024-07-11,5,False
CUS-0687,Dewi Pratama,ID,id,2025-08-12,5,False
CUS-0688,Bayu Halim,ID,id,2025-02-13,8,False
CUS-0689,Priya Wong,SG,en,2024-06-25,10,False
CUS-0690,Farah Yusof,MY,en,2025-11-28,5,False
CUS-0691,Rizky Halim,ID,id,2025-08-01,6,False
CUS-0692,Farah Balakrishnan,MY,en,2024-08-29,6,False
CUS-0693,Nurul Nair,SG,en,2025-05-05,5,False
CUS-0694,Arun Nair,SG,en,2025-06-25,2,False
CUS-0695,Intan Nugroho,ID,id,2025-02-08,8,False
CUS-0696,Agus Halim,ID,id,2025-11-21,4,True
CUS-0697,Clara Tan,SG,sg,2024-08-01,2,True
CUS-0698,Rizky Wijaya,ID,id,2024-11-06,6,False
CUS-0699,Arun Tan,SG,en,2025-05-15,9,False
CUS-0700,Clara Rahman,SG,zh,2026-03-28,2,False
CUS-0701,Sari Halim,ID,id,2025-07-20,1,False
CUS-0702,Priya Lee,SG,en,2025-07-04,3,False
CUS-0703,Intan Susanto,ID,id,2026-01-17,5,True
CUS-0704,Agus Pratama,ID,en,2026-02-23,7,False
CUS-0705,Sari Halim,ID,id,2025-12-18,12,False
CUS-0706,Intan Halim,ID,en,2024-09-04,13,False
CUS-0707,Clara Chua,SG,sg,2025-11-21,3,True
CUS-0708,Nurin Lim,MY,ms,2026-03-21,11,False
CUS-0709,Farah Ismail,MY,ms,2026-07-11,11,True
CUS-0710,Aisyah Yusof,MY,ms,2026-05-11,2,False
CUS-0711,Nurul Nair,SG,sg,2026-05-12,5,True
CUS-0712,Dewi Kusuma,ID,id,2025-01-06,7,False
CUS-0713,Andi Susanto,ID,id,2024-07-05,7,True
CUS-0714,Aisyah Balakrishnan,MY,ms,2026-05-27,5,False
CUS-0715,Jason Wong,SG,sg,2025-10-14,7,True
CUS-0716,Hafiz Ismail,MY,en,2024-10-11,7,False
CUS-0717,Andi Susanto,ID,id,2026-07-11,5,False
CUS-0718,Priya Wong,SG,sg,2025-04-10,8,False
CUS-0719,Jason Chua,SG,sg,2024-05-23,4,False
CUS-0720,Siti Chong,MY,ms,2025-11-26,7,False
CUS-0721,Nurul Chua,SG,en,2026-06-09,5,False
CUS-0722,Aisyah Abdullah,MY,ms,2025-06-21,1,False
CUS-0723,Dewi Kusuma,ID,id,2024-09-02,6,False
CUS-0724,Intan Wijaya,ID,id,2025-05-17,12,True
CUS-0725,Jason Lee,SG,en,2025-10-05,3,False
CUS-0726,Rizky Nugroho,ID,id,2026-04-21,10,False
CUS-0727,Jason Tan,SG,sg,2024-04-10,7,False
CUS-0728,Putri Wijaya,ID,id,2025-09-17,10,False
CUS-0729,Mei Tan,SG,sg,2026-05-16,6,True
CUS-0730,Wei Ling Wong,SG,en,2026-02-23,11,True
CUS-0731,Priya Wong,SG,zh,2024-08-29,6,False
CUS-0732,Dewi Kusuma,ID,id,2024-03-17,1,True
CUS-0733,Arun Chua,SG,en,2026-06-15,1,False
CUS-0734,Nurin Abdullah,MY,zh,2026-03-06,8,False
CUS-0735,Priya Chua,SG,en,2024-05-21,13,False
CUS-0736,Mei Wong,SG,en,2026-06-22,11,False
CUS-0737,Putri Nugroho,ID,id,2024-12-09,1,False
CUS-0738,Agus Kusuma,ID,id,2024-10-10,9,False
CUS-0739,Farah Balakrishnan,MY,ms,2024-08-19,10,False
CUS-0740,Andi Kusuma,ID,en,2026-04-20,13,False
CUS-0741,Aisyah Lim,MY,en,2025-07-16,6,False
CUS-0742,Bayu Kusuma,ID,id,2025-10-22,11,False
CUS-0743,Andi Susanto,ID,id,2025-09-06,3,False
CUS-0744,Intan Nugroho,ID,id,2026-02-05,11,False
CUS-0745,Bayu Kusuma,ID,id,2026-01-12,1,True
CUS-0746,Andi Wijaya,ID,id,2025-08-11,1,False
CUS-0747,Wei Ling Rahman,SG,en,2024-12-28,7,True
CUS-0748,Andi Wijaya,ID,id,2025-03-09,4,False
CUS-0749,Hafiz Abdullah,MY,en,2025-04-14,8,False
CUS-0750,Shafiq Rahman,SG,en,2025-02-01,4,False
CUS-0751,Bayu Nugroho,ID,id,2025-10-16,2,False
CUS-0752,Jason Lee,SG,en,2025-10-15,12,False
CUS-0753,Aisyah Yusof,MY,en,2024-08-25,4,False
CUS-0754,Intan Wijaya,ID,id,2025-06-22,6,True
CUS-0755,Shafiq Rahman,SG,sg,2025-05-04,6,True
CUS-0756,Zulkifli Yusof,MY,ms,2025-03-06,8,False
CUS-0757,Daniel Abdullah,MY,ms,2025-07-22,7,False
CUS-0758,Clara Lee,SG,en,2025-08-28,13,False
CUS-0759,Nurul Nair,SG,sg,2025-07-14,9,False
CUS-0760,Nurin Yusof,MY,ms,2024-08-09,9,False
CUS-0761,Nurin Abdullah,MY,ms,2024-05-16,5,False
CUS-0762,Mei Nair,SG,en,2025-12-02,1,False
CUS-0763,Nurin Chong,MY,en,2025-09-19,11,False
CUS-0764,Sari Kusuma,ID,en,2024-04-28,11,True
CUS-0765,Sari Kusuma,ID,id,2025-12-17,11,False
CUS-0766,Bayu Kusuma,ID,id,2026-02-23,11,False
CUS-0767,Farah Abdullah,MY,ms,2024-07-03,2,False
CUS-0768,Priya Lee,SG,sg,2024-12-11,2,False
CUS-0769,Mei Yee Balakrishnan,MY,en,2026-07-23,1,False
CUS-0770,Putri Pratama,ID,id,2024-07-29,6,True
CUS-0771,Intan Halim,ID,id,2026-05-28,2,False
CUS-0772,Mei Yee Yusof,MY,en,2025-02-17,12,False
CUS-0773,Rizky Halim,ID,id,2026-01-18,13,False
CUS-0774,Priya Chua,SG,en,2025-03-21,1,False
CUS-0775,Zulkifli Abdullah,MY,en,2024-03-24,4,True
CUS-0776,Shafiq Rahman,SG,en,2024-03-30,3,True
CUS-0777,Mei Yee Abdullah,MY,ms,2025-08-21,9,False
CUS-0778,Mei Yee Yusof,MY,ms,2025-11-14,13,False
CUS-0779,Clara Tan,SG,sg,2025-02-03,10,True
CUS-0780,Dewi Susanto,ID,en,2026-02-23,2,True
CUS-0781,Mei Lee,SG,en,2026-05-26,3,False
CUS-0782,Hafiz Abdullah,MY,ms,2024-06-25,11,False
CUS-0783,Mei Wong,SG,sg,2024-03-14,11,False
CUS-0784,Aisyah Yusof,MY,en,2025-12-20,9,True
CUS-0785,Jason Wong,SG,sg,2025-09-21,10,False
CUS-0786,Hafiz Lim,MY,en,2024-06-14,11,False
CUS-0787,Farah Balakrishnan,MY,ms,2025-01-24,1,False
CUS-0788,Agus Wijaya,ID,id,2024-11-12,5,True
CUS-0789,Siti Ismail,MY,zh,2026-02-04,9,False
CUS-0790,Mei Yee Balakrishnan,MY,en,2025-05-04,5,False
CUS-0791,Rizky Nugroho,ID,en,2024-03-23,10,False
CUS-0792,Wei Ling Rahman,SG,sg,2025-12-06,8,False
CUS-0793,Bayu Susanto,ID,id,2024-11-24,13,False
CUS-0794,Daniel Balakrishnan,MY,en,2024-11-17,7,True
CUS-0795,Sari Wijaya,ID,id,2025-09-24,8,False
CUS-0796,Wei Ling Tan,SG,en,2024-06-21,9,False
CUS-0797,Arun Tan,SG,en,2026-03-09,12,False
CUS-0798,Aisyah Chong,MY,zh,2025-11-19,3,True
CUS-0799,Wei Ling Wong,SG,en,2025-04-21,7,False
